player,player_id,team,opponent,round,kicks,marks,handballs,disp,goals,behinds,hit_outs,tackles,rebounds,inside_50,clearances,clangers,frees_for,frees_against,brownlow,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,pct_time_played,year,game_id,game_type,day,home_team,away_team,venue,home_goals,home_behinds,home_total,away_goals,away_behinds,away_total,date,home_team_code,away_team_code,margin,past_votes,disposals,disposals_per_time,goals_x_clearances,contested_possessions_x_tackles,clangers_x_frees_against,marks_inside_50_x_contested_marks,goal_assists_x_inside_50,clearance_efficiency,tackles_clangers_ratio,score_involvement,margin_x_past_votes,rebounds_x_one_percenters,vote_probability,adjusted_round
JAKE BOWEY,12931,ME,RI,19,25,7,6,31,1,0,0,3,6,7,1,3,3,0,0,3,22,0,0,0,1,0,86,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,3,31,0.36046511627906974,1,9,0,0,0,0.3333333333333333,1.0,1,1.2432432432432432,0,0.85850185,18
KADE CHANDLER,12756,ME,RI,19,6,4,7,13,0,1,0,6,2,5,3,1,0,0,0,5,7,0,0,0,1,1,74,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,13,0.17567567567567569,0,30,0,0,5,0.6,6.0,1,0.0,0,0.033920486,18
JOEL FITZGERALD,13335,ME,RI,19,18,5,13,31,0,0,0,4,2,6,5,4,1,2,0,9,23,0,0,0,0,2,70,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,31,0.44285714285714284,0,36,8,0,12,0.5555555555555556,1.0,2,0.0,0,0.8916752,18
MAX GAWN,11966,ME,RI,19,8,4,9,17,2,0,36,2,1,1,4,4,3,3,0,9,7,1,0,3,0,0,79,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,23,17,0.21518987341772153,8,18,12,0,0,0.4444444444444444,0.5,2,9.531531531531531,3,0.36938214,18
BLAKE HOWES,13098,ME,RI,19,8,6,14,22,0,0,0,2,2,0,0,3,0,0,0,5,17,2,0,2,0,0,85,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,22,0.25882352941176473,0,10,0,0,0,0.0,0.6666666666666666,0,0.0,4,0.07743032,18
MATTHEW JEFFERSON,13182,ME,RI,19,4,4,3,7,1,2,0,1,0,0,0,1,0,0,0,4,3,2,4,1,0,0,92,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,7,0.07608695652173914,0,4,0,8,0,0.0,1.0,1,0.0,0,0.029742,18
CHANGKUOTH JIATH,12752,ME,RI,19,8,5,4,12,0,0,0,0,3,2,0,1,0,1,0,4,7,1,0,1,0,0,77,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,12,0.15584415584415584,0,0,1,0,0,0.0,0.0,0,0.0,3,0.03369007,18
AIDAN JOHNSON,13183,ME,RI,19,4,3,6,10,0,0,1,4,0,2,3,6,1,4,0,6,5,0,0,2,0,1,59,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,10,0.1694915254237288,0,24,24,0,2,0.5,0.6666666666666666,1,0.0,0,0.030996129,18
ED LANGDON,12393,ME,RI,19,10,4,14,24,0,0,0,4,2,4,1,0,1,0,0,6,18,0,0,0,1,1,87,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,24,0.27586206896551724,0,24,0,0,4,0.16666666666666666,4.0,1,0.0,0,0.1405288,18
HARVEY LANGFORD,13184,ME,RI,19,9,4,11,20,0,2,0,3,1,3,2,4,1,0,0,11,10,2,2,0,0,1,75,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,20,0.26666666666666666,0,33,0,4,3,0.18181818181818182,0.75,1,0.0,0,0.10333858,18
BAILEY LAURIE,13032,ME,RI,19,4,1,5,9,0,0,0,2,1,1,0,1,0,0,0,2,6,0,1,0,0,1,59,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,9,0.15254237288135594,0,4,0,0,1,0.0,2.0,1,0.0,0,0.023916204,18
JAKE LEVER,12351,ME,RI,19,9,8,10,19,0,0,0,2,3,1,0,3,0,2,0,8,12,1,0,15,0,0,100,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,19,0.19,0,16,6,0,0,0.0,0.6666666666666666,0,0.0,45,0.15034786,18
JAKE MELKSHAM,11820,ME,RI,19,8,5,5,13,2,1,0,1,0,1,1,4,1,1,0,7,6,1,4,0,0,2,79,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,2,13,0.16455696202531644,2,7,4,4,2,0.14285714285714285,0.25,4,0.8288288288288288,0,0.07675789,18
KYSAIAH PICKETT,12771,ME,RI,19,14,3,7,21,0,1,0,3,1,2,2,2,0,0,0,8,12,1,1,0,0,1,77,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,10,21,0.2727272727272727,0,24,0,1,2,0.25,1.5,1,4.1441441441441444,0,0.19481988,18
LATRELLE PICKETT,13286,ME,RI,19,5,0,5,10,1,0,0,2,1,4,0,1,0,0,0,4,6,0,0,0,2,1,59,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,10,0.1694915254237288,0,8,0,0,4,0.0,2.0,2,0.0,0,0.028678998,18
TRENT RIVERS,12778,ME,RI,19,10,4,12,22,0,0,0,0,4,2,0,3,0,0,0,4,14,0,0,2,2,0,78,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,22,0.28205128205128205,0,0,0,0,0,0.0,0.0,0,0.0,8,0.061863855,18
HARRY SHARP,12864,ME,RI,19,8,4,4,12,1,1,0,3,0,3,0,4,1,1,0,4,7,0,2,0,0,2,77,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,12,0.15584415584415584,0,12,4,0,6,0.0,0.75,3,0.0,0,0.035337176,18
TOM SPARROW,12693,ME,RI,19,14,2,13,27,1,1,0,6,0,7,6,9,2,4,0,13,15,0,0,2,0,2,75,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,27,0.36,6,78,36,0,14,0.46153846153846156,0.6666666666666666,3,0.0,0,0.8264246,18
JACK STEELE,12368,ME,RI,19,8,4,19,27,0,1,0,10,2,3,8,1,1,1,0,14,13,0,0,2,0,0,76,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,2,27,0.35526315789473684,0,140,1,0,0,0.5714285714285714,10.0,0,0.8288288288288288,4,0.61579895,18
KOLTYN THOLSTRUP,13123,ME,RI,19,9,3,5,14,0,0,0,0,2,1,0,2,1,1,0,6,8,0,0,1,1,0,80,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,14,0.175,0,0,2,0,0,0.0,0.0,0,0.0,2,0.045247376,18
DANIEL TURNER,12996,ME,RI,19,13,11,5,18,0,0,0,0,2,4,0,1,0,0,0,6,11,3,0,9,0,0,95,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,18,0.18947368421052632,0,0,0,0,0,0.0,0.0,0,0.0,18,0.36649427,18
JACOB VAN ROOYEN,13048,ME,RI,19,12,10,4,16,6,2,0,1,0,1,0,1,1,0,0,6,10,3,8,1,0,0,91,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,16,0.17582417582417584,0,6,0,24,0,0.0,1.0,6,0.0,0,0.961328,18
CALEB WINDSOR,13099,ME,RI,19,7,2,5,12,1,0,0,3,1,2,0,1,0,1,0,2,11,0,0,0,0,0,70,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,0.4144144144144144,0,12,0.17142857142857143,0,6,1,0,0,0.0,3.0,1,0.0,0,0.028227068,18
JASPER ALGER,13242,RI,ME,19,2,1,7,9,2,0,0,0,0,0,2,1,0,1,0,5,4,0,1,3,0,2,76,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,9,0.11842105263157894,4,0,1,0,0,0.4,0.0,4,-0.0,0,0.025219051,18
KYE ANNAND,13338,RI,ME,19,8,2,5,13,0,0,0,1,3,0,1,2,0,0,0,6,6,1,0,11,0,0,87,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,13,0.14942528735632185,0,6,0,0,0,0.16666666666666666,0.5,0,-0.0,33,0.027249116,18
NOAH BALTA,12686,RI,ME,19,4,2,2,6,0,0,12,1,1,2,2,2,3,0,0,6,2,0,0,1,0,0,83,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,6,0.07228915662650602,0,6,0,0,0,0.3333333333333333,0.5,0,-0.0,1,0.022605546,18
SAM BANKS,13078,RI,ME,19,13,3,7,20,0,0,0,2,5,2,1,3,0,1,0,7,10,0,0,3,0,0,83,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,2,20,0.24096385542168675,0,14,3,0,0,0.14285714285714285,0.6666666666666666,0,-0.8288288288288288,15,0.02760214,18
NATHAN BROAD,12456,RI,ME,19,3,4,9,12,0,0,0,2,2,0,1,4,0,0,0,5,7,0,0,7,0,0,83,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,12,0.14457831325301204,0,10,0,0,0,0.2,0.5,0,-0.0,14,0.022965377,18
TOM BROWN,13096,RI,ME,19,11,2,3,14,0,0,0,1,5,1,0,4,0,0,0,5,8,0,0,2,0,0,75,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,14,0.18666666666666668,0,5,0,0,0,0.0,0.25,0,-0.0,10,0.027186945,18
SETH CAMPBELL,13100,RI,ME,19,9,2,6,15,0,0,0,3,1,4,1,4,1,0,0,7,7,0,0,0,3,0,74,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,15,0.20270270270270271,0,21,0,0,0,0.14285714285714285,0.75,0,-0.0,0,0.028450368,18
SAM CUMMING,13316,RI,ME,19,6,5,8,14,2,0,0,1,1,4,1,1,0,0,0,3,11,0,1,0,0,0,69,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,14,0.2028985507246377,2,3,0,0,0,0.3333333333333333,1.0,2,-0.0,0,0.02417076,18
SAM GRLJ,13290,RI,ME,19,8,2,6,14,0,1,0,2,1,2,1,0,2,0,0,4,9,0,0,1,1,0,74,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,14,0.1891891891891892,0,8,0,0,0,0.25,2.0,0,-0.0,1,0.02390056,18
TAJ HOTTON,13253,RI,ME,19,5,1,8,13,0,1,0,3,1,1,4,4,4,0,0,10,5,0,0,2,0,0,70,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,13,0.18571428571428572,0,30,0,0,0,0.4,0.75,0,-0.0,2,0.025073465,18
MYKELTI LEFAU,13113,RI,ME,19,4,0,2,6,1,0,0,1,0,2,0,3,0,1,0,4,2,0,0,2,0,0,78,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,6,0.07692307692307693,0,4,3,0,0,0.0,0.3333333333333333,1,-0.0,0,0.022254003,18
TOM LYNCH,11948,RI,ME,19,4,1,2,6,0,1,0,0,0,2,0,2,0,1,0,1,5,0,0,1,0,0,79,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,6,0.0759493670886076,0,0,2,0,0,0.0,0.0,0,-0.0,0,0.022254003,18
RHYAN MANSELL,12883,RI,ME,19,10,5,2,12,0,2,0,2,0,4,0,2,0,1,0,4,8,1,2,0,0,1,71,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,12,0.16901408450704225,0,8,2,2,4,0.0,1.0,1,-0.0,0,0.025476268,18
KANE MCAULIFFE,13117,RI,ME,19,11,2,10,21,0,0,0,2,3,4,4,4,1,2,0,8,13,0,0,0,0,1,68,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,21,0.3088235294117647,0,16,8,0,4,0.5,0.5,1,-0.0,0,0.046048846,18
BEN MILLER,12941,RI,ME,19,13,7,2,15,0,0,0,1,8,1,0,3,0,2,0,3,6,2,0,3,0,0,96,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,15,0.15625,0,3,6,0,0,0.0,0.3333333333333333,0,-0.0,24,0.046927165,18
TOBY NANKERVIS,12374,RI,ME,19,5,0,9,14,2,0,24,2,2,0,8,3,3,3,0,10,4,0,0,5,0,0,75,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,2,14,0.18666666666666668,16,20,9,0,0,0.8,0.6666666666666666,2,-0.8288288288288288,10,0.05393239,18
ZANE PEUCKER,13351,RI,ME,19,6,3,1,7,1,0,0,0,0,2,0,1,0,0,0,2,5,1,0,0,1,0,68,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,7,0.10294117647058823,0,0,0,0,0,0.0,0.0,1,-0.0,0,0.022254003,18
DION PRESTIA,11917,RI,ME,19,8,0,8,16,0,0,0,3,1,4,3,2,0,2,0,5,9,0,0,1,1,0,78,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,16,0.20512820512820512,0,15,4,0,0,0.6,1.5,0,-0.0,1,0.027238907,18
HUGO RALPHSMITH,12902,RI,ME,19,10,1,5,15,0,2,0,1,2,0,2,0,0,0,0,5,10,0,0,4,0,1,86,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,15,0.1744186046511628,0,5,0,0,0,0.4,1.0,1,-0.0,8,0.02567846,18
PATRICK RETSCHKO,13313,RI,ME,19,9,3,9,18,0,0,0,2,2,3,4,0,2,0,0,8,10,0,0,2,0,0,87,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,18,0.20689655172413793,0,16,0,0,0,0.5,2.0,0,-0.0,4,0.03249665,18
TIM TARANTO,12504,RI,ME,19,15,1,11,26,1,1,0,5,0,6,5,6,3,1,0,12,13,0,0,0,1,0,83,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,20,26,0.3132530120481928,5,60,6,0,0,0.4166666666666667,0.8333333333333334,1,-8.288288288288289,0,0.21072228,18
JAMES TREZISE,13095,RI,ME,19,9,4,14,23,0,1,0,2,1,1,0,2,1,1,0,11,11,1,1,3,0,0,73,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,0,23,0.3150684931506849,0,22,2,1,0,0.0,1.0,0,-0.0,3,0.03475029,18
NICK VLASTUIN,12174,RI,ME,19,12,4,4,16,0,0,0,5,6,1,2,2,1,1,0,8,5,1,0,1,0,0,84,2026,16990,HA,Sunday,MELBOURNE,RICHMOND,M.C.G.,16,15,111,9,11,65,2026-07-12,ME,RI,-0.4144144144144144,4,16,0.19047619047619047,0,40,2,0,0,0.25,2.5,0,-1.6576576576576576,6,0.033145715,18
HARRIS ANDREWS,12340,BL,ES,19,12,8,6,18,0,0,0,0,2,0,0,2,1,2,0,5,13,1,0,9,0,0,92,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,5,18,0.1956521739130435,0,0,4,0,0,0.0,0.0,0,3.0201342281879198,18,0.31776053,18
NOAH ANSWERTH,12718,BL,ES,19,9,4,3,12,0,0,0,2,2,3,1,2,0,0,0,3,9,0,0,1,0,0,84,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,12,0.14285714285714285,0,6,0,0,0,0.3333333333333333,1.0,0,0.0,2,0.039993342,18
LEVI ASHCROFT,13197,BL,ES,19,8,5,11,19,2,0,0,0,0,4,1,1,1,1,0,4,14,0,1,0,1,2,73,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,19,0.2602739726027397,2,0,1,0,8,0.25,0.0,4,0.0,0,0.11776231,18
WILL ASHCROFT,13040,BL,ES,19,20,7,13,33,3,2,0,3,1,6,8,0,3,0,0,12,19,0,0,0,3,1,80,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,11,33,0.4125,24,36,0,0,6,0.6666666666666666,3.0,4,6.644295302013423,0,0.9513294,18
ZAC BAILEY,12610,BL,ES,19,14,4,9,23,2,0,0,0,1,5,6,2,1,1,0,8,12,0,1,0,0,0,91,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,6,23,0.25274725274725274,12,0,2,0,0,0.75,0.0,2,3.6241610738255035,0,0.69104266,18
JARROD BERRY,12519,BL,ES,19,9,4,7,16,0,0,0,2,3,2,0,0,0,0,0,0,15,0,0,1,0,1,79,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,16,0.20253164556962025,0,0,0,0,2,0.0,2.0,1,0.0,3,0.042424813,18
CHARLIE CAMERON,12277,BL,ES,19,9,7,2,11,2,1,0,0,2,3,0,3,0,3,0,2,9,0,3,0,0,0,80,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,11,0.1375,0,0,9,0,0,0.0,0.0,2,0.0,0,0.050652497,18
SAM DRAPER,12810,BL,ES,19,11,5,4,15,2,0,23,0,1,5,5,1,1,0,0,6,9,1,2,2,1,1,59,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,15,0.2542372881355932,10,0,0,2,5,0.8333333333333334,0.0,3,0.0,2,0.47976968,18
JOSH DUNKLEY,12408,BL,ES,19,7,4,9,16,1,0,0,6,0,3,3,2,0,2,0,5,10,0,1,3,0,1,83,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,7,16,0.1927710843373494,3,30,4,0,3,0.6,3.0,2,4.228187919463087,0,0.19267155,18
JASPA FLETCHER,13072,BL,ES,19,15,8,8,23,0,0,0,2,5,1,1,2,1,0,0,3,17,0,0,1,1,0,88,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,2,23,0.26136363636363635,0,6,0,0,0,0.3333333333333333,1.0,0,1.2080536912751678,5,0.23739132,18
DARCY FORT,12724,BL,ES,19,6,3,5,11,0,0,17,0,0,4,4,2,3,0,0,7,5,0,0,1,0,0,51,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,11,0.21568627450980393,0,0,0,0,0,0.5714285714285714,0.0,0,0.0,0,0.04695972,18
TY GALLOP,13235,BL,ES,19,9,8,0,9,0,0,0,2,0,3,0,1,0,0,0,4,5,4,0,6,0,1,93,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,9,0.0967741935483871,0,8,0,0,3,0.0,2.0,1,0.0,0,0.10424745,18
ERIC HIPWOOD,12454,BL,ES,19,11,6,2,13,2,1,0,0,0,3,0,4,3,1,0,6,7,2,3,1,0,0,73,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,13,0.1780821917808219,0,0,4,6,0,0.0,0.0,2,0.0,0,0.080334336,18
RYAN LESTER,11894,BL,ES,19,10,10,3,13,0,0,0,0,0,2,0,2,0,0,0,1,12,0,0,0,0,0,79,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,13,0.16455696202531644,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0447354,18
KAI LOHMANN,12968,BL,ES,19,9,5,4,13,3,1,0,0,0,3,0,1,1,0,0,4,9,0,3,0,0,1,77,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,13,0.16883116883116883,0,0,0,0,3,0.0,0.0,4,0.0,0,0.15018752,18
HUGH MCCLUGGAGE,12518,BL,ES,19,4,3,12,16,1,0,0,6,0,1,2,4,1,2,0,9,9,0,0,1,0,1,64,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,21,16,0.25,2,54,8,0,1,0.2222222222222222,1.5,2,12.684563758389261,0,0.09915926,18
CONOR MCKENNA,12391,BL,ES,19,7,2,3,10,2,2,0,2,0,5,0,0,0,0,0,2,8,0,1,1,1,2,78,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,10,0.1282051282051282,0,4,0,0,10,0.0,2.0,4,0.0,0,0.036732245,18
LOGAN MORRIS,13137,BL,ES,19,11,4,1,12,2,4,0,1,0,0,0,3,1,1,0,6,6,2,3,0,0,0,80,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,3,12,0.15,0,6,3,6,0,0.0,0.3333333333333333,2,1.8120805369127517,0,0.12564099,18
LACHIE NEALE,12055,BL,ES,19,18,13,22,40,0,1,0,3,3,1,5,0,3,0,0,15,27,0,2,0,0,2,82,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,16,40,0.4878048780487805,0,45,0,0,2,0.3333333333333333,3.0,2,9.664429530201343,0,0.9366028,18
CAM RAYNER,12592,BL,ES,19,11,5,12,23,0,0,0,6,1,3,4,6,1,2,0,8,15,0,0,0,0,2,80,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,6,23,0.2875,0,48,12,0,6,0.5,1.0,2,3.6241610738255035,0,0.29938608,18
BRUCE REVILLE,13138,BL,ES,19,12,7,11,23,0,1,0,0,2,6,1,1,0,1,0,4,18,0,0,0,1,2,78,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,0,23,0.2948717948717949,0,0,1,0,12,0.25,0.0,2,0.0,0,0.16643041,18
DARCY WILMOT,13026,BL,ES,19,16,6,7,23,0,0,0,1,3,2,1,2,0,1,0,5,14,0,0,2,0,0,83,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,3,23,0.27710843373493976,0,5,2,0,0,0.2,0.5,0,1.8120805369127517,6,0.22107324,18
DAYNE ZORKO,12076,BL,ES,19,20,4,12,32,0,0,0,1,4,4,2,7,1,2,0,4,24,0,0,1,0,1,73,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,0.6040268456375839,14,32,0.4383561643835616,0,4,14,0,4,0.5,0.14285714285714285,1,8.456375838926174,4,0.6106429,18
LACHLAN BLAKISTON,13237,ES,BL,19,2,1,1,3,0,0,7,1,1,1,1,4,0,4,0,1,2,0,0,0,0,1,65,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,3,0.046153846153846156,0,1,16,0,1,1.0,0.25,1,-0.0,0,0.024975965,18
NICK BRYAN,12899,ES,BL,19,2,0,3,5,0,0,29,2,0,1,0,0,0,0,0,3,2,0,0,2,0,0,76,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,5,0.06578947368421052,0,6,0,0,0,0.0,2.0,0,-0.0,0,0.023714248,18
NATE CADDY,13148,ES,BL,19,9,6,2,11,2,1,0,2,0,4,1,2,0,1,0,4,8,1,1,3,0,0,87,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,11,0.12643678160919541,2,8,2,1,0,0.25,1.0,2,-0.0,0,0.026573816,18
